Record.ID,Citation,Identifiers,Links
730,"['(Khoo, 2019, p. 11)', '(Broschinski et al., 2024)', 'Cantrell & Swanson (2020)', 'Khoo (2019)', '(Johnson et al., 2021)', '(Open Access Initiative of the Max Planck Society, 2003Ouvrir la Science, 2003)', '(Butler et. al, 2023)', '(Steinhart & Skinner, 2024, p.  7)', '(Suber, 2019)', '(Aspesi et al., 2019; Budzinski et al., 2020; Simard et al., 2021; Segado-Boj et al., 2022)', 'Butler et al. (2023)', '(Mellins-Cohen, 2024)', 'Grossman & Brembs (2021)', '(Carnegie Classifications of Institutions of Higher Education, n.d.)', '(Smith et al., 2022)', '(Budapest Open Access Initiative, 2002; Open Access Initiative of the Max Planck Society, 2003; Ouvrir la Science, 2003)', '(Tucakovic et al., 2021, p. 756)', '(Crawford, 2018)', '(Collister & Cantrell, 2021)', '(Alencar & Barbosa, 2021; Butler et al., 2023; Khoo, 2019; Solomon & Björk, 2016)', '(Alperin, 2022)', 'Segado-Boj et al. (2022)', 'Initiative (2022)', '(BOAI, 2022)', '(Crawford, 4 | eP18184  Journal of Librarianship and Scholarly Communication Cantrell et al. | Privilege and the Perception of Reasonableness in Open Access Publishing 2018; Piwowar et al., 2018; Smith et al., 2022)', '(Electronic Code of Federal Regulations, Section 200.404, 2 CFR 200.404 — Reasonable Costs, 2023)', 'Libraries (2016)', '(BOAI, 2002)']","['10.12688/f1000research.27468.2', '10.25810/3tmp-k869', '10.31229/osf.io/58yhb', '10.1162/qss_a_00272', '10.1007/s11192-020-03578-3', '10.1629/uksg.667', '10.7717/peerj.4375', '10.1162/qss_a_00245', '10.1162/qss_a_00157', '10.1371/journal.pone.0127502', '10.7710/2162-3309.2395', '10.29173/cais1224', '10.5281/zenodo.11236176', '10.18352/lq.10280', '10.23919/MIPRO52101.2021.9597072', '10.1002/asi.21660', '10.31274/jlsc.18184', '10.7717/peerj.2264', '10.1002/leap.1455', '10.5281/zenodo.10729575']","['https://doi.org/10.18352/lq.10280', 'https://www.nature.com/articles/d41586-022-03201-w.pdf', 'https://www.budapestopenaccessinitiative.org/', 'https://doi.org/10.1371/journal.pone.0127502', 'https://doi.org/10.1629/uksg.667', 'https://jlsc-pub.org', 'https://openaccess.mpg.de/Berlin-Declaration', 'https://www.budapestopen', 'https://www.ouvrirlascience.fr/bethesda-statement-on-open-access-publishing/', 'https://escholarship.org/uc/item/8326n305', 'https://doi.org/10.3390/publications8010012', 'https://creativecommons.org/', 'https://doi.org/10.12688/f1000research.27468.2', 'https://github.com/parnopaeus/oalanguage/tree/master/APCStudy', 'https://www.nature.com/', 'https://doi.org/10.31229/osf.io/58yhb', '20Data.pdf', 'https://www.budapestopenaccessinitiative.org/boai20/', 'https://doi.org/10.29173/cais1224', 'https://doi.org/10.25810/3tmp-k869', 'https://doi.org/10.1002/leap.1455', 'd41586-022-03201-w.pdf', 'https://doi.org/10.5281/zenodo.11236176', 'http://carnegieclassifications.iu.edu/classification_descriptions/basic.php', 'https://doi.org/10.7717/peerj.4375', 'https://doi.org/10.23919/MIPRO52101.2021.9597072', 'https://doi.org/', 'https://doi.org/10.31274/jlsc.18184', 'https://doi.org/10.7717/peerj.2264', 'https://www.ecfr.gov/current/title-2/part-200/section-200.404', 'https://github.com/pa', 'https://1,599.80', 'https://doi.org/10.7710/2162-3309.2395', 'https://github.com/parnopaeus/oalanguage/blob/master/APCStudy/Instructions%20for%20APC%20Sources%20Data.pdf', 'https://doi.org/10.1002/asi.21660', 'https://doi.org/10.1162/qss_a_00245', 'https://doi.org/10.5281/zenodo.10729575', 'http://jlsc-pub.org', 'https://doi.org/10', 'https://doi.org/10.1162/qss_a_00272', 'https://doi.org/10.1007/s11192-020-03578-3', 'https://doi.org/10.3390/', 'www.ouvrirlascience.fr', 'https://doi.org/10.1590/0001-3765202120201984', 'https://github.com/parnopaeus/oalanguage/blob/master/APCStudy/Instructions%20for%', 'https://creativecommons.org/licenses/by/4.0/', 'https://doi', 'https://doi.org/10.1162/qss_a_00157']"
732,[],[],"['https://prereview.org', 'https://prereview.org/resources', 'https://coar-repositories.org/what-we-do/notify/', 'https://asapbio.org/journal-policies/', 'https://doi.org/10.1371/journal.pbio.3002502', 'https://prereview.org/live-reviews', 'https://prereview.org/trainings', 'https://content.prereview.org/request-a-review/', 'https://asapbio.org/preprint-policy-framework/', 'https://www.doi.org/10.1016/S2214-109X(22)00368-0', 'https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000151', 'https://sciety.org/', 'https://doi.org/10.1073/pnas.2401232121', 'PREreview.org', 'https://europepmc.org/']"
736,[],[],"['https://www.scholcommlab.ca/2025/09/03/nih-apc-caps/', 'https://arxiv.org/abs/2407.16551']"
740,[],"['10.1002/leap.1219', '10.1002/leap.1116']","['https://doi.org/10.1002/leap.1116', 'https://doi.org/10.1002/leap.1219']"
742,"['Council (2013)', '(James, 2020a)', '(James, 2020b)', '(Fyfe et al., 2017)', '(James, 2017; Tickell, 2016)']","['10.1111/eci.13344', '10.1002/asi.24351']","['doi.org', 'https://www.gov.uk/government/publications/open-accessto-', 'https://doi.org/10.1111/eci.13344', 'http://www.dfg.de/download/pdf/dfg_magazin/internationales/130528_grc_annual_meeting/grc_action_plan_open_access.pdf', 'http://www.dfg.de/download/pdf/dfg_magazin/internationales/130528_grc_annual_meeting/grc_', 'https://zenodo.org/record/']"
745,"['(Appendix 3)', '(Appendix  1)', '(Appendix  2)']",[],"['https://www.nature.com/ncomms/open-access', 'https://ashpublications.org/blood/pages/publication-fees', 'https://www.nature.com/nm/submission-guidelines/publishing-options', 'https://www.jbc.org/open-access-information', 'https://www.embopress.org/page/journal/17574684/authorguide#chargesguide', 'https://www.jci.org/kiosks/authors#Publication-fee', 'https://www.science.org/content/page/science-advances-licensing-and-charges', 'www.the-asci.org', 'https://www.cell.com/open-access', 'https://ClinicalTrials.gov', 'https://ashpublications.org/bloodadvances/pages/publication-fees', 'https://www.thelancet.com/open-access', 'https://www.gastrojournal.org/content/authorinfo#open-access-policies-0-15', 'https://insight.jci.org/kiosks/authors#Publication-fee', 'ClinicalTrials.gov', 'https://www.nature.com/srep/open-access', 'https://aacrjournals.org/pages/publication-fees-and-reprints', 'https://www.jneurosci.org/content/information-authors#fees', 'https://rupress.org/jem/pages/submission-guidelines#acceptance', 'https://journals.lww.com/asnjournals/Pages/Article_Charges.aspx', 'https://www.pnas.org/author-center/publication-charges', 'https://plos.org/fees/', 'https://www.ahajournals.org/open-access-information', 'https://www.nature.com/onc/authors-and-referees/open-access-self-archiving', 'https://www.atsjournals.org/page/ajrccm/instructions', 'https://academic.oup.com/pages/open-research/open-access/charges-licences-and-self-archiving']"
748,"['(O’Grady, 2025; Richardson et al., 2025)']",[],"['https://publons.com/wos-op/wos-claim/?authorid=696116', 'https://www.reviewercredits.com/', 'https://www.pnas.org/doi/10.1073/pnas.2420092122', 'https://www.whitehouse.gov/presidential-actions/2025/05/restoring-gold-standard-science/', 'https://www.nih.gov/about-nih/nih-director/statements/nih-publishes-plan-drive-gold-standard-science', 'https://orcid.org/', 'https://www.niso.org/', 'https://publicationethics.org/', 'https://doaj.org/', 'https://www.embo.org/features/the-cost-of-scientific-publishing/', 'https://osp.od.nih.gov/comment-form-maximizing-research-funds-by-limiting-allowable-publishing-costs/', 'https://www.science.org/content/article/scientific-fraud-has-become-industry-alarming-analysis-finds', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-25-138.html', 'https://www.nih.gov/about-nih/nih-director/statements/nih-establish-new-policies-allowable-publication-costs']"
749,[],[],['https://www.scholcommlab.ca/2025/09/03/nih-apc-caps/)']
750,[],[],"['https://www.tandfonline.com/journals/isum20', 'https://taylorandfrancis.com/our-policies/open-access-pricing', 'https://newsroom.taylorandfrancisgroup.com/research-square-peer-review-pilot/', 'https://www.tandfonline.com/journals/vach20']"
751,"['(Butler et al., 2023)', '(ASAPbio, 2025)', 'Corker et al. (2024)', '(Haustein et al., 2025)']","['10.31222/osf.io/h7swt', '10.1162/qss_a_00272', '10.59350/scholcommlab.5645']","['https://doi.org/10.59350/scholcommlab.5645', 'https://asapbio.org/about/', 'https://doi.org/10.1162/qss_a_00272', 'https://www.gatesfoundation.org/', 'https://asapbio.org/preprint-policyframework/', 'https://asapbio.org/preprint-policy-framework/', 'https://rrid.mitpress.mit.edu/', 'prereview.org', 'https://parkinsonsroadmap.org/#', 'https://doi.org/10.31222/osf.io/h7swt', 'http://prereview.org']"
755,"['(Foppe van Mil, 2019)', '(Ware & Mabe, 2015)', '(Dolan et al., 2024)', '(Editorial “Publishing at what cost?” The Lancet Planetary Health, Vol 6 March 2022 8 (Ciubotariu & Bosch, 2022)', '(Wellen, 2004)']",[],"['Overton.io', 'https://www.nature.com/srep/open-access', 'https://www.science.org/content/article/9500-nature-journals-will-now-make-your-paper-free-read']"
757,[],['10.1101/2025.03.18.644032v1.full.pdf'],"['https://appliedmicrobiology.org/', 'https://www.eshre.eu/', 'https://www.bera.ac.uk/', 'https://www.britsoccrim.org/', 'https://eseb.org/', 'https://www.aaas.org/', 'https://www.britsoc.co.uk/', 'https://portlandpress.com/', 'https://www.linnean.org/', 'https://www.aip.org/', 'https://www.psa.ac.uk/', 'https://www.iahr.org/', 'https://www.ipem.ac.uk/', 'https://www.acamh.org/', 'https://www.ifst.org/home', 'https://www2.le.ac.uk/offices/english-association', 'https://www.res.org.uk/', 'https://ras.ac.uk/', 'https://www.faseb.org/', 'https://www.rheumatology.org.uk/', 'https://www.minersoc.org/#/ms-5/1', 'https://www.rcgp.org.uk/', 'https://www.anatsoc.org.uk/', 'http://www.bad.org.uk/', 'https://asm.org/', 'https://palass.org/', 'https://www.bisa.ac.uk/', 'https://www.zsl.org/', 'https://landscaperesearch.org/', 'https://easaonline.org/', 'https://www.strategicmanagement.net/', 'https://www.biologists.com/', 'https://sdt.org/pages/', 'https://www.biorxiv.org/content/10.1101/2025.03.18.644032v1.full.pdf', 'https://www.societabotanicaitaliana.it/', 'https://www.iwapublishing.com/', 'https://cms.botany.org/home.html', 'https://www.beva.org.uk/', 'https://srhe.ac.uk/', 'https://www.soci.org/', 'https://www.worldobesity.org/', 'https://www.nutritionsociety.org/', 'https://www.bam.ac.uk/', 'https://www.amstat.org/', 'https://www.theiet.org/', 'https://www.ersnet.org/', 'https://rstmh.org/', 'https://www.newphytologist.org/', 'https://www.iamsr.org/', 'https://www.acfti.org/', 'https://uia.org/s/or/en/1100002283', 'https://www.figo.org/', 'https://royalsociety.org/', 'https://www.embo.org/', 'https://www.ams.org/home/page', 'https://www.rgs.org/', 'https://www.rcseng.ac.uk/', 'https://www.physiology.org/', 'https://geologistsassociation.org.uk/', 'https://www.royensoc.co.uk/', 'https://aom.org/', 'https://elifesciences.org/insideelife/e3e8def1/annual-report-2023-in-review', 'https://www.acss.org.uk/', 'https://www.iucr.org/', 'https://www.ese-hormones.org/', 'https://www.rcpsych.ac.uk/', 'http://www.cienciasfisiologicas.cl/', 'https://ioppublishing.org/', 'https://www.bgs.org.uk/', 'https://www.rmets.org/', 'http://www.socadms.org.uk/', 'http://www.bsac.org.uk/', 'https://microbiologysociety.org/', 'https://forarthistory.org.uk/', 'https://www.britishecologicalsociety.org/', 'http://issa1965.org/', 'https://royalhistsoc.org/', 'https://www.juc.ac.uk/', 'https://www.aps.org/', 'https://anaesthetists.org/', 'https://www.bps.org.uk/', 'https://www.acm.org/', 'https://www.ufaw.org.uk/', 'https://www.his.org.uk/', 'https://soils.org.uk/', 'https://zenodo.org/records/15968446', 'https://www.lms.ac.uk/', 'https://www.febs.org/', 'https://www.astmh.org/', 'https://www.chinesechemsoc.org/', 'https://www.rss.org.uk/', 'https://www.bir.org.uk/', 'https://www.embo.org/features/the-costof-scientific-publishing/)', 'https://siam.org/', 'https://www.nsead.org/', 'https://ems.press/', 'https://www.uaces.org/', 'https://www.diabetes.org.uk/', 'https://aas.org/', 'https://www.bps.ac.uk/', 'https://fems-microbiology.org/', 'https://www.thesap.org.uk/', 'https://www.thebritishacademy.ac.uk/', 'https://www.aarweb.org/', 'https://www.escardio.org/', 'https://www.rsb.org.uk/', 'https://www.endocrinology.org/', 'https://www.ria.ie/', 'https://www.icahdq.org/', 'https://www.regionalstudies.org/', 'https://www.bjuinternational.com/', 'https://www.wine-economics.org/', 'https://www.neuroendo.org.uk/', 'https://ssc.ca/en', 'https://www.embo.org/features/the-cost-of-scientific-publishing/', 'https://www.agu.org/', 'https://www.geolsoc.org.uk/', 'https://www.ehs.org.uk/', 'https://gastro.org/', 'https://www.ascb.org/', 'https://www.myacsess.org/', 'https://www.esa.org/', 'https://www.aib.world/', 'https://www.aast.org/', 'https://www.asab.org/', 'https://www.icheme.org/', 'https://online.boneandjoint.org.uk/', 'https://www.smbe.org/smbe/', 'https://www.socpc.org/', 'https://ima.org.uk/', 'https://www.coalition-s.org/blog/journal-comparison-serviceanalysis-of-the-2022-data/', 'https://www.aspet.org/', 'https://www.acs.org/', 'https://www.immunology.org/', 'https://www.physoc.org/', 'https://www.rsc.org/', 'https://www.rcplondon.ac.uk/']"
760,[],"['10.1080/08989621.2025.2450451', '10.1371/journal.pone.0253129', '10.1002/leap.1558', '10.1186/s41073-023-00128-2', '10.1007/978-981-97-4060-4_22', '10.3233/ISU-240003', '10.1371/journal.pone.0320684', '10.1257/jep.28.3.169', '10.1080/08989621.2025.2460497', '10.1002/asi.23446', 'PMC11221348', '10.1073/pnas.2401232121']","['https://www.library.ucsf.edu/about/subscriptions/journals-costs/', 'https://journals.lww.com/ccmjournal/abstract/2025/06000/effect_of_monetary_incentives_on_peer_r', 'https://link.springer.com/chapter/10.1007/978-981-97-4060-4_22', 'https://www.pnas.org/doi/10.1073/pnas.2401232121', 'https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0253129', 'https://journals.sagepub.com/doi/10.3233/ISU-240003', 'https://grants.nih.gov/policy-and-compliance/policy-topics/public-access', 'https://www.ce-strategy.com/the-brief/capped/', 'https://onlinelibrary.wiley.com/doi/full/10.1002/leap.1558', 'https://www.tandfonline.com/doi/full/10.1080/08989621.2025.2450451', 'https://pubmed.ncbi.nlm.nih.gov/34776003/', 'https://www.tandfonline.com/doi/full/10.1080/08989621.2025.2460497', 'https://pmc.ncbi.nlm.nih.gov/articles/PMC11221348/', 'https://www.nature.com/articles/d41586-024-04027-4', 'https://researchintegrityjournal.biomedcentral.com/articles/10.1186/s41073-023-00128-2', 'eview.3.aspx', 'https://www.aeaweb.org/articles?id=10.1257/jep.28.3.169', 'https://asistdl.onlinelibrary.wiley.com/doi/full/10.1002/asi.23446', 'https://upstream.force11.org/capping-apcs-may-not-work/', 'https://www.ce-strategy.com/the-brief/end-of-a-bargain/#4', 'https://anr.rwjf.org/templates/external/BPG_Standard.pdf', 'https://www.the-geyser.com/nih-poised-to-regulate-apcs/', 'https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0320684', 'https://www.nature.com/articles/d41586-025-02457-2', 'https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)02804-X/fulltext']"
764,['(November 2023)'],[],[]
766,[],[],['https://journals.nutrition.org/top_reviewer_awards)']
767,[],[],"['1744759529307.pdf', 'https://physiology.org', 'https://journals.physiology.org/pb-assets/PDFs/APS_Rigor-Reproducibility-Guidelines\xad', 'https://journals.physiology.org/pb-assets/PDFs/APS_Rigor-Reproducibility-Guidelines', 'https://www.biorxiv.org/about/FAQ']"
770,"['(July 5, 2025)']",[],"['https://osp.od.nih.gov/comment-form-maximizing-research-funds-by-limiting-allowable-publishing-', 'https://osp.od.nih.gov/comment-form-maximizing-research-funds-by-limiting-allowable-publishingcosts/']"
772,[],"['10.18352/lq.10280', '10.12688/f1000research.27468.20']","['https://www.coalition-s.org/blog/transformative-journals-analysis-from-the-2023-reports/', 'https://web.archive.org/web/20230119161458/https://www.wiley.com/enus/network/publishing/research-publishing/editors/maximizing-the-transition-to-open-access-yourquestions-answered', 'https://www.science.org/content/page/science-journals-editorial-policies#access-policies', 'http://doi.org/10.18352/lq.10280', 'https://www.coalition-s.org/price-and-service-transparency-frameworks/', 'https://www.lib.umn.edu/services/openaccess/author-fees', 'https://diamas.org/about)', 'https://www.scielo.org/en/about-scielo/program-publication-model-and-scielo-network/', 'https://www.lib.umn.edu/services/open-access/author-fees', 'https://web.archive.org/web/20230119161458/https://www.wiley.com/en-us/network/publishing/research-publishing/editors/maximizing-the-transition-to-open-access-your-questions-answered', 'https://web.archive.org/web/20221004131122/https://taylorandfrancis.com/our-policies/op', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-25-048.html', 'https://www.coalition-s.org/price-and-service-transparency-frameworks/)', 'https://www.coalition-s.org/blog/five-years-of-plan-s-a-journey-towards-full-and-immediate-open-access/', 'https://www.publishersweekly.com/pw/by-topic/industry-news/financial-reporting/article/97263wiley-expects-steady-profit-improvement.html)', 'https://journals.plos.org/plosone/s/journal-information', 'https://web.archive.org/web/20221004131122/https://taylorandfrancis.com/our-policies/open-access-pricing/', 'https://journals.plos.org/plosone/s/journal-information)', 'https://openalex.org/works?page=1&filter=authorships.countries:countries/us,grants.funder:f4320332161%7Cf4320337351%7Cf4320337338%7Cf4320334705%7Cf4320337346%7Cf4320337354%7Cf4320337337%7Cf4320337357%7Cf4320337355%7Cf4320337359%7Cf4320337347%7Cf4320319990%7Cf4320337350%7Cf4320337348%7Cf4320337330%7Cf4320337362%7Cf4320324144%7Cf4320337363%7Cf4320337364%7Cf4320337611%7Cf4320337352%7Cf4320337365%7Cf4320337361%7Cf4320337353%7Cf4320337372%7Cf4320337356%7Cf4320337472%7Cf4320337593%7Cf4320337358%7Cf4320337376,type:types/article%7Ctypes/review', '7263-wiley-expects-steady-profit-improvement.html', 'https://www.budapestopenaccessinitiative.org/boai20/', 'https://www.coalition-s.org/', 'https://www.coalition-s.org/rights-retention-strategy/', 'https://www.publishersweekly.com/pw/by-topic/industry-news/financial-reporting/article/97263-wiley-expects-steady-profit-improvement.html', 'https://doi.org/10.12688/f1000research.27468.20)', 'https://diamas.org/about', 'https://www.coalition-s.org/blog/five-years-of-plan-s-a-journey-towards-full-andimmediate-open-access/)', 'https://www.publishersweekly.com/pw/by-topic/industry-news/financial-reporting/article/9', 'https://web.archive.org/web/20250316030800/https://www.ecfr.gov/current/title-2/subtitle-A/chapter-II/part-200/subpart-D/subject-group-ECFR8feb98c2e3e5ad2/section-200.315', 'https://www.coalition-s.org/).', 'https://pkp.sfu.ca/2024/12/18/pkp-for-ore/)', 'https://www.openaccessweek.org/theme-profiles/redalyc', 'https://www.coalition-s.org/journal-comparison-service)', 'https://openalex.org/works?page=1&filter=authorships.countries:countries/us,grants.funde', 'https://asapbio.org/preprint-servers', 'https://web.archive.org/web/20230119161458/https://www.wiley.com/en-us/network/publi', 'https://publishingsupport.iopscience.iop.org/questions/articlepublication-charge-discount-for-reviewers/)', 'https://oad.simmons.edu/oadwiki/Subscribe_to_Open_(S2O)_journals', 'https://www.coalition-s.org/journal-comparison-service', 'https://www.springernature.com/gp/open-science/us-federal-agency-compliance', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-25048.html', 'https://web.archive.org/web/20221004131122/https://taylorandfrancis.com/our-policies/openaccess-pricing/)', 'https://www.budapestopenaccessinitiative.org/boai20/)', 'https://www.springernature.com/gp/open-science/us-federal-agency-compliance)', 'https://www.coalition-s.org/blog/five-years-of-plan-s-a-journey-towards-full-and-immedi', 'https://www.science.org/content/article/transformative-journals-get-booted-switching-ope', 'https://publishingsupport.iopscience.iop.org/questions/article-publication-charge-discount-for-reviewers/', 'https://publishingsupport.iopscience.iop.org/questions/article-publication-charge-discount', 'https://crln.acrl.org/index.php/crlnews/article/view/25032/32927)']"
773,['Publications (2024)'],"['10.5281/zenodo.3060200', '10.7717/peerj.2323', '10.5281/zenodo.8398480']","['https://doi.org/10.7717/peerj.2323', 'https://doi.org/10.5281/zenodo.3060200', 'https://science.gc.ca/site/science/en/interagency-research-funding/policies-and-guidelines/open-access', 'www.sparcopen.org', 'http://www.sparcopen.org', 'Science.gc.ca', 'https://doi.org/10.5281/zenodo.8398480']"
775,[],[],['https://bidenwhitehouse.archives.gov/wp-content/uploads/2024/06/2024-Report-to-Appropriations-Committee-on-Scholarly-Publishing-and-Public-Access-Implementation.pdf']
777,[],[],['https://www.nature.com/nature-index/research-leaders/2025/']
778,"['(launched in 1991)', '(Sever et al. 2019)']",['10.1371/journal.pbio.3000273'],['https://doi.org/10.1371/journal.pbio.3000273']
781,[],"['10.1108/IDD-09-2021-0098', '10.2196/44633']","['https://www.science.org/content/article/win-open-access-two-major-funders-wont-cover-publishing-hybrid-journals', 'https://www.coalition-s.org/why-hybrid-journals-', 'https://grants.nih.gov/grants/policy/nihgps/html5/section_8/8.2.1_rights_in_data__publication_and_copyrighting_.htm', 'https://www.coalition-s.org/why-hybrid-journals-do-not-lead-to-full-and-immediate-open-access/', 'https://doaj.org/u/irDVNh', 'https://www.authorsalliance.org/2025/07/18/an-update-nih-and-publisher-guidance-what-authors-need-to-know-about-nihs-public-access-policy/', 'https://doi.org/10.1108/IDD-09-2021-0098', 'https://grants.nih.gov/grants/policy/nihgps/html5/section_8/8.2.1_rights_in_data__public', 'https://www.science.org/content/article/win-open-access-two-major-funders-wont-cover-', 'https://www.authorsalliance.org/2025/07/18/an-update-nih-and-publisher-guidance-what-', 'https://doi.org/10.2196/44633']"
782,[],[],"['https://sciencepolicyreview.pubpub.org/pub/qzh6me2x/release/2', 'https://2,243.04', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-25-138.html', 'https://www.nejm.org/about-nejm/editorial-policies']"
788,"['(accessed September 11, 2025)', '(accessed September 5, 2025)']",[],"['https://scholarlykitchen.sspnet.org/2021/06/16/whats-wrong-with-payingfor-peer-review/', 'https://direct.mit.edu/qss/article/5/4/823/124269/The-strain-onscientific-publishing', 'https://scholarlykitchen.sspnet.org/2018/02/06/focusing-value-102-things-journal-publishers-2018update/']"
789,[],[],"['www.leukocytebiology.org', 'http://www.leukocytebiology.org/']"
795,[],[],['https://peerj.com/pricing#apc']
796,[],[],"['https://www.biorxiv.org/content/10.1101/2025.03.18.644032v1', 'https://journals.biologists.com/bio/pages/fast-fair']"
802,"['(publications in 2023)', 'Published (2023)', 'Revenue (2023)']",['PMC4465327'],['https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pu']
805,[],[],['ARL.org']
806,[],"['10.1097/CCM.0000000000006637', '10.1016/S0140-6736(22)01057-1', '10.1007/s11192-020-03578-3', '10.12688/f1000research.148985.4', '10.1016/j.jacc.2023.08.056', '10.1136/jech.2006.049817', '10.1016/S01406736(22)01057-1', '10.1101/2025.03.18.644032', '10.1016/S0140-6736(21)02804-X', '10.1002/leap.1002']","['http://knowledgefutures.org', 'http://www.nihr.ac.uk/payment-guidance-researchers-and-professionals', 'https://doi.org/10.1007/s11192-020-03578-3', 'knowledgefutures.org', 'openrxiv.org', 'bmjgroup.com', 'https://openrxiv.org/qa-governance-funding-future/', 'www.nihr.ac.uk', 'j.jacc']"
809,[],[],"['https://www.scholcommlab.ca/2025/09/03/nih-apc-caps/', 'https://www.scholcommlab.ca/2025/09/03/nih-apc-caps/)']"
811,[],"['10.1108/IDD-09-2021-0098', '10.2196/44633']","['https://www.science.org/content/article/win-open-access-two-major-funders-wont-cover-publishing-hybrid-journals', 'https://www.science.org/content/article/win-open-access-two-major-funders-wont-coverpublishing-hybrid-journals', 'https://www.coalition-s.org/why-hybrid-journals-', 'https://doi.org/10.2196/44633', 'https://grants.nih.gov/grants/policy/nihgps/html5/section_8/8.2.1_rights_in_data__publication_and_copyrighting_.htm', 'https://www.coalition-s.org/why-hybrid-journals-do-not-lead-to-full-and-immediate-open-access/', 'https://doaj.org/u/irDVNh', 'https://www.authorsalliance.org/2025/07/18/an-update-nih-and-publisher-guidance-what-authors-need-to-know-about-nihs-public-access-policy/', 'https://www.coalition-s.org/why-hybrid-journalsdo-not-lead-to-full-and-immediate-open-access/', 'https://doi.org/10.1108/IDD-09-2021-0098', 'https://grants.nih.gov/grants/policy/nihgps/html5/section_8/8.2.1_rights_in_data__public', 'https://www.science.org/content/article/win-open-access-two-major-funders-wont-cover-', 'https://www.authorsalliance.org/2025/07/18/an-update-nih-and-publisher-guidance-what-', 'https://www.authorsalliance.org/2025/07/18/an-update-nih-and-publisher-guidance-whatauthors-need-to-know-about-nihs-public-access-policy/']"
814,[],"['10.1080/07317131.2020.1728136', '10.24318/cope.2019.1.9', '10.1038/d41586-025-00968-6']","['https://doi.org/10.1038/d41586-025-00968-6', 'http://bit.ly/ACRLResecRA', 'www.acrl.org', 'https://doi.org/10.24318/cope.2019.1.9', 'https://doi.org/10.1080/07317131.2020.1728136']"
